gene,category,subcategory
RBP3,Retinal markers (Lu 2020),PanPhotoreceptor
GNB3,Retinal markers (Lu 2020),PanPhotoreceptor
PDE6H,Retinal markers (Lu 2020),PanPhotoreceptor
RAX2,Retinal markers (Lu 2020),PanPhotoreceptor
MPP4,Retinal markers (Lu 2020),PanPhotoreceptor
NEUROD1,Retinal markers (Lu 2020),PanPhotoreceptor
RP11-184I16.4,Retinal markers (Lu 2020),PanPhotoreceptor
CNGB1,Retinal markers (Lu 2020),PanPhotoreceptor
RTBDN,Retinal markers (Lu 2020),PanPhotoreceptor
IMPG1,Retinal markers (Lu 2020),PanPhotoreceptor
TULP1,Retinal markers (Lu 2020),PanPhotoreceptor
FAM161A,Retinal markers (Lu 2020),PanPhotoreceptor
PRPH2,Retinal markers (Lu 2020),PanPhotoreceptor
PLEKHB1,Retinal markers (Lu 2020),PanPhotoreceptor
CRX,Retinal markers (Lu 2020),PanPhotoreceptor
ARL4D,Retinal markers (Lu 2020),PanPhotoreceptor
PRCD,Retinal markers (Lu 2020),PanPhotoreceptor
RDH12,Retinal markers (Lu 2020),PanPhotoreceptor
DCT,Retinal markers (Lu 2020),PanPhotoreceptor
CRABP2,Retinal markers (Lu 2020),PanPhotoreceptor
ELOVL4,Retinal markers (Lu 2020),PanPhotoreceptor
CPLX4,Retinal markers (Lu 2020),PanPhotoreceptor
SAMD11,Retinal markers (Lu 2020),PanPhotoreceptor
EPB41L2,Retinal markers (Lu 2020),PanPhotoreceptor
GADD45G,Retinal markers (Lu 2020),PanPhotoreceptor
REEP6,Retinal markers (Lu 2020),PanPhotoreceptor
PCBP4,Retinal markers (Lu 2020),PanPhotoreceptor
FABP7,Retinal markers (Lu 2020),PanPhotoreceptor
PRDM1,Retinal markers (Lu 2020),PanPhotoreceptor
ENO2,Retinal markers (Lu 2020),PanPhotoreceptor
LAPTM4B,Retinal markers (Lu 2020),PanPhotoreceptor
OTX2,Retinal markers (Lu 2020),PanPhotoreceptor
CPE,Retinal markers (Lu 2020),PanPhotoreceptor
RS1,Retinal markers (Lu 2020),PanPhotoreceptor
MARCH1,Retinal markers (Lu 2020),PanPhotoreceptor
SLC40A1,Retinal markers (Lu 2020),PanPhotoreceptor
TUBB4B,Retinal markers (Lu 2020),PanPhotoreceptor
LOXL1,Retinal markers (Lu 2020),PanPhotoreceptor
MRLN,Retinal markers (Lu 2020),PanPhotoreceptor
FAM57B,Retinal markers (Lu 2020),PanPhotoreceptor
IMPG2,Retinal markers (Lu 2020),PanPhotoreceptor
PTP4A3,Retinal markers (Lu 2020),PanPhotoreceptor
GUK1,Retinal markers (Lu 2020),PanPhotoreceptor
SEPT4,Retinal markers (Lu 2020),PanPhotoreceptor
MAK,Retinal markers (Lu 2020),PanPhotoreceptor
PDE4DIP,Retinal markers (Lu 2020),PanPhotoreceptor
AMER2,Retinal markers (Lu 2020),PanPhotoreceptor
RIMS2,Retinal markers (Lu 2020),PanPhotoreceptor
PROM1,Retinal markers (Lu 2020),PanPhotoreceptor
STX3,Retinal markers (Lu 2020),PanPhotoreceptor
FAIM,Retinal markers (Lu 2020),PanPhotoreceptor
PDE6B,Retinal markers (Lu 2020),PanPhotoreceptor
GNGT2,Retinal markers (Lu 2020),PanPhotoreceptor
PRDX1,Retinal markers (Lu 2020),PanPhotoreceptor
HIST1H1C,Retinal markers (Lu 2020),PanPhotoreceptor
RXRG,Retinal markers (Lu 2020),PanPhotoreceptor
EPS8,Retinal markers (Lu 2020),PanPhotoreceptor
ATP1B2,Retinal markers (Lu 2020),PanPhotoreceptor
SLC38A5,Retinal markers (Lu 2020),PanPhotoreceptor
AKAP9,Retinal markers (Lu 2020),PanPhotoreceptor
UBXN4,Retinal markers (Lu 2020),PanPhotoreceptor
SYP,Retinal markers (Lu 2020),PanPhotoreceptor
PIK3R1,Retinal markers (Lu 2020),PanPhotoreceptor
CHCHD10,Retinal markers (Lu 2020),PanPhotoreceptor
NEUROD4,Retinal markers (Lu 2020),PanPhotoreceptor
TRAC,Retinal markers (Lu 2020),PanPhotoreceptor
ANKRD33B,Retinal markers (Lu 2020),PanPhotoreceptor
SELK,Retinal markers (Lu 2020),PanPhotoreceptor
CHRNA3,Retinal markers (Lu 2020),PanPhotoreceptor
TPD52,Retinal markers (Lu 2020),PanPhotoreceptor
LINC00599,Retinal markers (Lu 2020),PanPhotoreceptor
PKM,Retinal markers (Lu 2020),PanPhotoreceptor
CABP4,Retinal markers (Lu 2020),PanPhotoreceptor
KCNB1,Retinal markers (Lu 2020),PanPhotoreceptor
CCDC181,Retinal markers (Lu 2020),PanPhotoreceptor
TMEM244,Retinal markers (Lu 2020),PanPhotoreceptor
HMGN1,Retinal markers (Lu 2020),PanPhotoreceptor
SSX2IP,Retinal markers (Lu 2020),PanPhotoreceptor
GSTP1,Retinal markers (Lu 2020),PanPhotoreceptor
RP11-39E3.3,Retinal markers (Lu 2020),PanPhotoreceptor
MOK,Retinal markers (Lu 2020),PanPhotoreceptor
MAP1LC3B,Retinal markers (Lu 2020),PanPhotoreceptor
RP11-395G23.3,Retinal markers (Lu 2020),PanPhotoreceptor
PTPN13,Retinal markers (Lu 2020),PanPhotoreceptor
AHI1,Retinal markers (Lu 2020),PanPhotoreceptor
CDHR1,Retinal markers (Lu 2020),PanPhotoreceptor
SLC1A7,Retinal markers (Lu 2020),PanPhotoreceptor
MATK,Retinal markers (Lu 2020),PanPhotoreceptor
ATP5A1,Retinal markers (Lu 2020),PanPhotoreceptor
HS3ST3B1,Retinal markers (Lu 2020),PanPhotoreceptor
DRD4,Retinal markers (Lu 2020),PanPhotoreceptor
KIAA1107,Retinal markers (Lu 2020),PanPhotoreceptor
BCL2L1,Retinal markers (Lu 2020),PanPhotoreceptor
ARL6,Retinal markers (Lu 2020),PanPhotoreceptor
ISOC1,Retinal markers (Lu 2020),PanPhotoreceptor
KIAA1614,Retinal markers (Lu 2020),PanPhotoreceptor
ABHD14A,Retinal markers (Lu 2020),PanPhotoreceptor
TMX1,Retinal markers (Lu 2020),PanPhotoreceptor
WRB,Retinal markers (Lu 2020),PanPhotoreceptor
TMEM108,Retinal markers (Lu 2020),PanPhotoreceptor
BAZ2B,Retinal markers (Lu 2020),PanPhotoreceptor
LBH,Retinal markers (Lu 2020),PanPhotoreceptor
ATP6V1B2,Retinal markers (Lu 2020),PanPhotoreceptor
PLCH2,Retinal markers (Lu 2020),PanPhotoreceptor
ITSN1,Retinal markers (Lu 2020),PanPhotoreceptor
C16orf74,Retinal markers (Lu 2020),PanPhotoreceptor
UBAP1L,Retinal markers (Lu 2020),PanPhotoreceptor
PCMTD2,Retinal markers (Lu 2020),PanPhotoreceptor
FSTL5,Retinal markers (Lu 2020),PanPhotoreceptor
EYS,Retinal markers (Lu 2020),PanPhotoreceptor
SLC6A6,Retinal markers (Lu 2020),PanPhotoreceptor
VOPP1,Retinal markers (Lu 2020),PanPhotoreceptor
SGIP1,Retinal markers (Lu 2020),PanPhotoreceptor
FAM107A,Retinal markers (Lu 2020),PanPhotoreceptor
GABARAPL1,Retinal markers (Lu 2020),PanPhotoreceptor
AGPAT3,Retinal markers (Lu 2020),PanPhotoreceptor
ANO2,Retinal markers (Lu 2020),PanPhotoreceptor
PKIB,Retinal markers (Lu 2020),PanPhotoreceptor
RALGPS2,Retinal markers (Lu 2020),PanPhotoreceptor
CTBS,Retinal markers (Lu 2020),PanPhotoreceptor
MPPED2,Retinal markers (Lu 2020),PanPhotoreceptor
RD3,Retinal markers (Lu 2020),PanPhotoreceptor
SRRM4,Retinal markers (Lu 2020),PanPhotoreceptor
PGRMC2,Retinal markers (Lu 2020),PanPhotoreceptor
R3HCC1,Retinal markers (Lu 2020),PanPhotoreceptor
PRNP,Retinal markers (Lu 2020),PanPhotoreceptor
ARL3,Retinal markers (Lu 2020),PanPhotoreceptor
SYCE1L,Retinal markers (Lu 2020),PanPhotoreceptor
LGALSL,Retinal markers (Lu 2020),PanPhotoreceptor
SLC17A7,Retinal markers (Lu 2020),PanPhotoreceptor
COL16A1,Retinal markers (Lu 2020),PanPhotoreceptor
IFI27L2,Retinal markers (Lu 2020),PanPhotoreceptor
PAQR4,Retinal markers (Lu 2020),PanPhotoreceptor
UQCC2,Retinal markers (Lu 2020),PanPhotoreceptor
C8orf46,Retinal markers (Lu 2020),PanPhotoreceptor
COX17,Retinal markers (Lu 2020),PanPhotoreceptor
H3F3B,Retinal markers (Lu 2020),PanPhotoreceptor
GSE1,Retinal markers (Lu 2020),PanPhotoreceptor
ADIPOR1,Retinal markers (Lu 2020),PanPhotoreceptor
TMEM14B,Retinal markers (Lu 2020),PanPhotoreceptor
IFT22,Retinal markers (Lu 2020),PanPhotoreceptor
PRPH,Retinal markers (Lu 2020),Retinal Ganglion Cells
GAP43,Retinal markers (Lu 2020),Retinal Ganglion Cells
SNCG,Retinal markers (Lu 2020),Retinal Ganglion Cells
ELAVL4,Retinal markers (Lu 2020),Retinal Ganglion Cells
NEFL,Retinal markers (Lu 2020),Retinal Ganglion Cells
NEFM,Retinal markers (Lu 2020),Retinal Ganglion Cells
STMN2,Retinal markers (Lu 2020),Retinal Ganglion Cells
NSG1,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBA1A,Retinal markers (Lu 2020),Retinal Ganglion Cells
NRN1,Retinal markers (Lu 2020),Retinal Ganglion Cells
SNCA,Retinal markers (Lu 2020),Retinal Ganglion Cells
UCHL1,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBB2B,Retinal markers (Lu 2020),Retinal Ganglion Cells
EBF1,Retinal markers (Lu 2020),Retinal Ganglion Cells
S100A10,Retinal markers (Lu 2020),Retinal Ganglion Cells
CNTN2,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBB2A,Retinal markers (Lu 2020),Retinal Ganglion Cells
MLLT11,Retinal markers (Lu 2020),Retinal Ganglion Cells
OLFM1,Retinal markers (Lu 2020),Retinal Ganglion Cells
TMSB10,Retinal markers (Lu 2020),Retinal Ganglion Cells
C4orf48,Retinal markers (Lu 2020),Retinal Ganglion Cells
DCX,Retinal markers (Lu 2020),Retinal Ganglion Cells
PCSK1N,Retinal markers (Lu 2020),Retinal Ganglion Cells
ATOH7,Retinal markers (Lu 2020),Retinal Ganglion Cells
GNG3,Retinal markers (Lu 2020),Retinal Ganglion Cells
MAP1B,Retinal markers (Lu 2020),Retinal Ganglion Cells
ELAVL2,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBB,Retinal markers (Lu 2020),Retinal Ganglion Cells
CD24,Retinal markers (Lu 2020),Retinal Ganglion Cells
ISL1,Retinal markers (Lu 2020),Retinal Ganglion Cells
SOX11,Retinal markers (Lu 2020),Retinal Ganglion Cells
SYT4,Retinal markers (Lu 2020),Retinal Ganglion Cells
INA,Retinal markers (Lu 2020),Retinal Ganglion Cells
HN1,Retinal markers (Lu 2020),Retinal Ganglion Cells
ACAT2,Retinal markers (Lu 2020),Retinal Ganglion Cells
SH3BGRL3,Retinal markers (Lu 2020),Retinal Ganglion Cells
POU4F2,Retinal markers (Lu 2020),Retinal Ganglion Cells
RGS10,Retinal markers (Lu 2020),Retinal Ganglion Cells
HMGCS1,Retinal markers (Lu 2020),Retinal Ganglion Cells
TMSB4X,Retinal markers (Lu 2020),Retinal Ganglion Cells
SCG5,Retinal markers (Lu 2020),Retinal Ganglion Cells
RTN1,Retinal markers (Lu 2020),Retinal Ganglion Cells
C14orf132,Retinal markers (Lu 2020),Retinal Ganglion Cells
SLC18A2,Retinal markers (Lu 2020),Retinal Ganglion Cells
NHLH2,Retinal markers (Lu 2020),Retinal Ganglion Cells
TAGLN3,Retinal markers (Lu 2020),Retinal Ganglion Cells
CALM2,Retinal markers (Lu 2020),Retinal Ganglion Cells
CRMP1,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBPMS,Retinal markers (Lu 2020),Retinal Ganglion Cells
GAL,Retinal markers (Lu 2020),Retinal Ganglion Cells
PPP1R1A,Retinal markers (Lu 2020),Retinal Ganglion Cells
KLF7,Retinal markers (Lu 2020),Retinal Ganglion Cells
ELAVL3,Retinal markers (Lu 2020),Retinal Ganglion Cells
PAFAH1B3,Retinal markers (Lu 2020),Retinal Ganglion Cells
BASP1,Retinal markers (Lu 2020),Retinal Ganglion Cells
SQLE,Retinal markers (Lu 2020),Retinal Ganglion Cells
FKBP1B,Retinal markers (Lu 2020),Retinal Ganglion Cells
POU6F2,Retinal markers (Lu 2020),Retinal Ganglion Cells
YWHAH,Retinal markers (Lu 2020),Retinal Ganglion Cells
TXN,Retinal markers (Lu 2020),Retinal Ganglion Cells
DPYSL3,Retinal markers (Lu 2020),Retinal Ganglion Cells
STMN4,Retinal markers (Lu 2020),Retinal Ganglion Cells
MAPT,Retinal markers (Lu 2020),Retinal Ganglion Cells
EBF3,Retinal markers (Lu 2020),Retinal Ganglion Cells
CDKN2D,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBFOX3,Retinal markers (Lu 2020),Retinal Ganglion Cells
MIAT,Retinal markers (Lu 2020),Retinal Ganglion Cells
HEY1,Retinal markers (Lu 2020),Retinal Ganglion Cells
CXADR,Retinal markers (Lu 2020),Retinal Ganglion Cells
RP11-247C2.2,Retinal markers (Lu 2020),Retinal Ganglion Cells
FDFT1,Retinal markers (Lu 2020),Retinal Ganglion Cells
PGM2L1,Retinal markers (Lu 2020),Retinal Ganglion Cells
CRABP1,Retinal markers (Lu 2020),Retinal Ganglion Cells
DPYSL2,Retinal markers (Lu 2020),Retinal Ganglion Cells
CCNI,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBFOX2,Retinal markers (Lu 2020),Retinal Ganglion Cells
SCD,Retinal markers (Lu 2020),Retinal Ganglion Cells
DYNLT1,Retinal markers (Lu 2020),Retinal Ganglion Cells
DLL3,Retinal markers (Lu 2020),Retinal Ganglion Cells
ATP1B1,Retinal markers (Lu 2020),Retinal Ganglion Cells
TMEM14A,Retinal markers (Lu 2020),Retinal Ganglion Cells
KIF5C,Retinal markers (Lu 2020),Retinal Ganglion Cells
KIF5A,Retinal markers (Lu 2020),Retinal Ganglion Cells
ANK2,Retinal markers (Lu 2020),Retinal Ganglion Cells
POU4F1,Retinal markers (Lu 2020),Retinal Ganglion Cells
CALM3,Retinal markers (Lu 2020),Retinal Ganglion Cells
TMEM97,Retinal markers (Lu 2020),Retinal Ganglion Cells
PPP1R14B,Retinal markers (Lu 2020),Retinal Ganglion Cells
STMN1,Retinal markers (Lu 2020),Retinal Ganglion Cells
GDAP1L1,Retinal markers (Lu 2020),Retinal Ganglion Cells
CRIP2,Retinal markers (Lu 2020),Retinal Ganglion Cells
ALCAM,Retinal markers (Lu 2020),Retinal Ganglion Cells
LY6H,Retinal markers (Lu 2020),Retinal Ganglion Cells
CALB2,Retinal markers (Lu 2020),Retinal Ganglion Cells
CLDN5,Retinal markers (Lu 2020),Retinal Ganglion Cells
NKAIN3,Retinal markers (Lu 2020),Retinal Ganglion Cells
CXCR4,Retinal markers (Lu 2020),Retinal Ganglion Cells
KLC1,Retinal markers (Lu 2020),Retinal Ganglion Cells
POU2F2,Retinal markers (Lu 2020),Retinal Ganglion Cells
IRX2,Retinal markers (Lu 2020),Retinal Ganglion Cells
CHRNA3,Retinal markers (Lu 2020),Retinal Ganglion Cells
ACOT7,Retinal markers (Lu 2020),Retinal Ganglion Cells
ACTB,Retinal markers (Lu 2020),Retinal Ganglion Cells
ADCY1,Retinal markers (Lu 2020),Retinal Ganglion Cells
SVBP,Retinal markers (Lu 2020),Retinal Ganglion Cells
MGST3,Retinal markers (Lu 2020),Retinal Ganglion Cells
VAT1,Retinal markers (Lu 2020),Retinal Ganglion Cells
HMGCR,Retinal markers (Lu 2020),Retinal Ganglion Cells
MEG3,Retinal markers (Lu 2020),Retinal Ganglion Cells
TBCB,Retinal markers (Lu 2020),Retinal Ganglion Cells
RAC3,Retinal markers (Lu 2020),Retinal Ganglion Cells
GLRX,Retinal markers (Lu 2020),Retinal Ganglion Cells
NKAIN4,Retinal markers (Lu 2020),Retinal Ganglion Cells
RAB6B,Retinal markers (Lu 2020),Retinal Ganglion Cells
MSMO1,Retinal markers (Lu 2020),Retinal Ganglion Cells
KLHL35,Retinal markers (Lu 2020),Retinal Ganglion Cells
TFAP2D,Retinal markers (Lu 2020),Retinal Ganglion Cells
ETFB,Retinal markers (Lu 2020),Retinal Ganglion Cells
KCNQ1OT1,Retinal markers (Lu 2020),Retinal Ganglion Cells
MVD,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBA1C,Retinal markers (Lu 2020),Retinal Ganglion Cells
DCC,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBPMS2,Retinal markers (Lu 2020),Retinal Ganglion Cells
SRGAP1,Retinal markers (Lu 2020),Retinal Ganglion Cells
ZC2HC1A,Retinal markers (Lu 2020),Retinal Ganglion Cells
CEND1,Retinal markers (Lu 2020),Retinal Ganglion Cells
YWHAG,Retinal markers (Lu 2020),Retinal Ganglion Cells
DDAH2,Retinal markers (Lu 2020),Retinal Ganglion Cells
STMN3,Retinal markers (Lu 2020),Retinal Ganglion Cells
EDIL3,Retinal markers (Lu 2020),Retinal Ganglion Cells
IDI1,Retinal markers (Lu 2020),Retinal Ganglion Cells
CDC42,Retinal markers (Lu 2020),Retinal Ganglion Cells
YWHAZ,Retinal markers (Lu 2020),Retinal Ganglion Cells
GDI1,Retinal markers (Lu 2020),Retinal Ganglion Cells
EPS8L1,Retinal markers (Lu 2020),Retinal Ganglion Cells
BRK1,Retinal markers (Lu 2020),Retinal Ganglion Cells
FDPS,Retinal markers (Lu 2020),Retinal Ganglion Cells
PKIA,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBM3,Retinal markers (Lu 2020),Retinal Ganglion Cells
FNBP1L,Retinal markers (Lu 2020),Retinal Ganglion Cells
FXYD6,Retinal markers (Lu 2020),Retinal Ganglion Cells
IGFBP2,Retinal markers (Lu 2020),Retinal Ganglion Cells
RBP1,Retinal markers (Lu 2020),Retinal Ganglion Cells
VSTM2L,Retinal markers (Lu 2020),Retinal Ganglion Cells
SMAD9,Retinal markers (Lu 2020),Retinal Ganglion Cells
KIDINS220,Retinal markers (Lu 2020),Retinal Ganglion Cells
CCDC184,Retinal markers (Lu 2020),Retinal Ganglion Cells
TUBB3,Retinal markers (Lu 2020),Retinal Ganglion Cells
RAB6A,Retinal markers (Lu 2020),Retinal Ganglion Cells
ANXA2,Retinal markers (Lu 2020),Retinal Ganglion Cells
GNGT1,Retinal markers (Lu 2020),Rods
RHO,Retinal markers (Lu 2020),Rods
SAG,Retinal markers (Lu 2020),Rods
PDE6G,Retinal markers (Lu 2020),Rods
GNAT1,Retinal markers (Lu 2020),Rods
NR2E3,Retinal markers (Lu 2020),Rods
CNGA1,Retinal markers (Lu 2020),Rods
PDE6A,Retinal markers (Lu 2020),Rods
GNB1,Retinal markers (Lu 2020),Rods
CLUL1,Retinal markers (Lu 2020),Rods
ALDOC,Retinal markers (Lu 2020),Rods
CABP5,Retinal markers (Lu 2020),Rods
NTM,Retinal markers (Lu 2020),Rods
YBX3,Retinal markers (Lu 2020),Rods
MYO9A,Retinal markers (Lu 2020),Rods
GPR160,Retinal markers (Lu 2020),Rods
YPEL2,Retinal markers (Lu 2020),Rods
MFGE8,Retinal markers (Lu 2020),Rods
DDC,Retinal markers (Lu 2020),Rods
HSPA1A,Retinal markers (Lu 2020),Rods
HSPA1B,Retinal markers (Lu 2020),Rods
PPP2R2B,Retinal markers (Lu 2020),Rods
AF131216.6,Retinal markers (Lu 2020),Rods
OSBP2,Retinal markers (Lu 2020),Rods
DMD,Retinal markers (Lu 2020),Rods
CADM2,Retinal markers (Lu 2020),Rods
SAMD7,Retinal markers (Lu 2020),Rods
RDH8,Retinal markers (Lu 2020),Rods
SPINK4,Retinal markers (Lu 2020),Rods
GPR137B,Retinal markers (Lu 2020),Rods
PLA2G4C,Retinal markers (Lu 2020),Rods
ELSPBP1,Retinal markers (Lu 2020),Rods
TMEM91,Retinal markers (Lu 2020),Rods
CITED2,Retinal markers (Lu 2020),Rods
SNAP25,Retinal markers (Lu 2020),Rods
TTC39C,Retinal markers (Lu 2020),Rods
ARL6IP5,Retinal markers (Lu 2020),Rods
DDB1,Retinal markers (Lu 2020),Rods
ADD1,Retinal markers (Lu 2020),Rods
DYX1C1,Retinal markers (Lu 2020),Rods
CADM1,Retinal markers (Lu 2020),Rods
MCUR1,Retinal markers (Lu 2020),Rods
DAXX,Retinal markers (Lu 2020),Rods
PPP3R1,Retinal markers (Lu 2020),Rods
RP11-442N1.1,Retinal markers (Lu 2020),Rods
SEC62,Retinal markers (Lu 2020),Rods
PPEF2,Retinal markers (Lu 2020),Rods
PRL,Retinal markers (Lu 2020),Rods
TMEM237,Retinal markers (Lu 2020),Rods
IMPDH1,Retinal markers (Lu 2020),Rods
RP11-240M16.1,Retinal markers (Lu 2020),Rods
ATP1A3,Retinal markers (Lu 2020),Rods
HSP90AA1,Retinal markers (Lu 2020),Rods
TMEM138,Retinal markers (Lu 2020),Rods
RGS9,Retinal markers (Lu 2020),Rods
GSKIP,Retinal markers (Lu 2020),Rods
RP11-6E9.5,Retinal markers (Lu 2020),Rods
HKR1,Retinal markers (Lu 2020),Rods
ZNF385A,Retinal markers (Lu 2020),Rods
CTD-2524L6.3,Retinal markers (Lu 2020),Rods
KCNJ14,Retinal markers (Lu 2020),Rods
VAMP2,Retinal markers (Lu 2020),Rods
SCAPER,Retinal markers (Lu 2020),Rods
EXOC6,Retinal markers (Lu 2020),Rods
LRRC4C,Retinal markers (Lu 2020),Rods
TFPI2,Retinal markers (Lu 2020),Rods
SLC24A1,Retinal markers (Lu 2020),Rods
RP11-431M3.2,Retinal markers (Lu 2020),Rods
GNB5,Retinal markers (Lu 2020),Rods
SVIP,Retinal markers (Lu 2020),Rods
LPCAT1,Retinal markers (Lu 2020),Rods
ATF4,Retinal markers (Lu 2020),Rods
DTNBP1,Retinal markers (Lu 2020),Rods
WAPL,Retinal markers (Lu 2020),Rods
MSI1,Retinal markers (Lu 2020),Rods
CCNG2,Retinal markers (Lu 2020),Rods
SLC4A7,Retinal markers (Lu 2020),Rods
ABCA4,Retinal markers (Lu 2020),Rods
ANXA4,Retinal markers (Lu 2020),Rods
VPS36,Retinal markers (Lu 2020),Rods
SLC16A1,Retinal markers (Lu 2020),Rods
SYNE2,Retinal markers (Lu 2020),Rods
MTFR1,Retinal markers (Lu 2020),Rods
BHLHE41,Retinal markers (Lu 2020),Rods
USP2,Retinal markers (Lu 2020),Rods
LENG8,Retinal markers (Lu 2020),Rods
ANKRD33,Retinal markers (Lu 2020),Rods
PIWIL1,Retinal markers (Lu 2020),Rods
DNAJB1,Retinal markers (Lu 2020),Rods
AC005550.3,Retinal markers (Lu 2020),Rods
HSPA4,Retinal markers (Lu 2020),Rods
FAM138E,Retinal markers (Lu 2020),Rods
TOB2,Retinal markers (Lu 2020),Rods
ARL6IP1,Retinal markers (Lu 2020),Rods
PDCD4,Retinal markers (Lu 2020),Rods
IGSF9,Retinal markers (Lu 2020),Rods
TAOK3,Retinal markers (Lu 2020),Rods
HTRA1,Retinal markers (Lu 2020),Rods
TSPAN7,Retinal markers (Lu 2020),Rods
ZNF385B,Retinal markers (Lu 2020),Rods
DLG4,Retinal markers (Lu 2020),Rods
PAG1,Retinal markers (Lu 2020),Rods
NDRG3,Retinal markers (Lu 2020),Rods
TMCC2,Retinal markers (Lu 2020),Rods
C10orf10,Retinal markers (Lu 2020),Rods
KIFC3,Retinal markers (Lu 2020),Rods
SLC6A17,Retinal markers (Lu 2020),Rods
LRRIQ1,Retinal markers (Lu 2020),Rods
TPM1,Retinal markers (Lu 2020),Rods
HPRT1,Retinal markers (Lu 2020),Rods
SYDE2,Retinal markers (Lu 2020),Rods
MBTPS1,Retinal markers (Lu 2020),Rods
PNO1,Retinal markers (Lu 2020),Rods
LRRC57,Retinal markers (Lu 2020),Rods
ASB8,Retinal markers (Lu 2020),Rods
MIR124-2HG,Retinal markers (Lu 2020),Rods
AAK1,Retinal markers (Lu 2020),Rods
NDRG1,Retinal markers (Lu 2020),Rods
RASSF2,Retinal markers (Lu 2020),Rods
UBC,Retinal markers (Lu 2020),Rods
SEC22B,Retinal markers (Lu 2020),Rods
GUCA1B,Retinal markers (Lu 2020),Rods
CAPS2,Retinal markers (Lu 2020),Rods
PFKP,Retinal markers (Lu 2020),Rods
KDM5B,Retinal markers (Lu 2020),Rods
PSIP1,Retinal markers (Lu 2020),Rods
PLPP2,Retinal markers (Lu 2020),Rods
LDHA,Retinal markers (Lu 2020),Rods
FRMPD1,Retinal markers (Lu 2020),Rods
HNRNPF,Retinal markers (Lu 2020),Rods
CHD9,Retinal markers (Lu 2020),Rods
RP11-499P20.2,Retinal markers (Lu 2020),Rods
DPP3,Retinal markers (Lu 2020),Rods
NIPAL1,Retinal markers (Lu 2020),Rods
DDIT4,Retinal markers (Lu 2020),Rods
IFI27,Retinal markers (Lu 2020),Rods
WWC2-AS1,Retinal markers (Lu 2020),Rods
SNTB2,Retinal markers (Lu 2020),Rods
SEMA3A,Retinal markers (Lu 2020),Rods
AC005863.1,Retinal markers (Lu 2020),Rods
SRRM3,Retinal markers (Lu 2020),Rods
ARL13B,Retinal markers (Lu 2020),Rods
HIST2H2BE,Retinal markers (Lu 2020),Rods
CALCOCO2,Retinal markers (Lu 2020),Rods
MBNL2,Retinal markers (Lu 2020),Rods
BCO2,Retinal markers (Lu 2020),Rods
PARD6B,Retinal markers (Lu 2020),Rods
UCKL1,Retinal markers (Lu 2020),Rods
C2orf71,Retinal markers (Lu 2020),Rods
USH2A,Retinal markers (Lu 2020),Rods
SFRP2,Retinal markers (Lu 2020),RPCs
CCND1,Retinal markers (Lu 2020),RPCs
HES1,Retinal markers (Lu 2020),RPCs
VIM,Retinal markers (Lu 2020),RPCs
SOX2,Retinal markers (Lu 2020),RPCs
ZFP36L1,Retinal markers (Lu 2020),RPCs
CYP1B1,Retinal markers (Lu 2020),RPCs
HMGB2,Retinal markers (Lu 2020),RPCs
ZFP36L2,Retinal markers (Lu 2020),RPCs
MDK,Retinal markers (Lu 2020),RPCs
TTYH1,Retinal markers (Lu 2020),RPCs
TOP2A,Retinal markers (Lu 2020),RPCs
ASCL1,Retinal markers (Lu 2020),RPCs
MEST,Retinal markers (Lu 2020),RPCs
CYR61,Retinal markers (Lu 2020),RPCs
CENPF,Retinal markers (Lu 2020),RPCs
DAPL1,Retinal markers (Lu 2020),RPCs
UBE2C,Retinal markers (Lu 2020),RPCs
ID3,Retinal markers (Lu 2020),RPCs
TYMS,Retinal markers (Lu 2020),RPCs
HES4,Retinal markers (Lu 2020),RPCs
PTTG1,Retinal markers (Lu 2020),RPCs
KIAA0101,Retinal markers (Lu 2020),RPCs
COL2A1,Retinal markers (Lu 2020),RPCs
SAT1,Retinal markers (Lu 2020),RPCs
IFITM3,Retinal markers (Lu 2020),RPCs
SOX9,Retinal markers (Lu 2020),RPCs
CKS2,Retinal markers (Lu 2020),RPCs
TUBA1B,Retinal markers (Lu 2020),RPCs
CKS1B,Retinal markers (Lu 2020),RPCs
NUSAP1,Retinal markers (Lu 2020),RPCs
SMC4,Retinal markers (Lu 2020),RPCs
PLP1,Retinal markers (Lu 2020),RPCs
RP11-89K21.1,Retinal markers (Lu 2020),RPCs
CNN3,Retinal markers (Lu 2020),RPCs
NAP1L1,Retinal markers (Lu 2020),RPCs
PRSS23,Retinal markers (Lu 2020),RPCs
EEF1D,Retinal markers (Lu 2020),RPCs
B2M,Retinal markers (Lu 2020),RPCs
MKI67,Retinal markers (Lu 2020),RPCs
TMEM98,Retinal markers (Lu 2020),RPCs
CCDC34,Retinal markers (Lu 2020),RPCs
